,price_real,biomasse_mwh,wasserkraft_mwh,photovoltaik_mwh_real,sonstige_ee_mwh,kernenergie_mwh,braunkohle_mwh,steinkohle_mwh,erdgas_mwh,pumpspeicher_mwh,sonstige_konv_mwh,wind_sum_mwh_real,netzlast_mwh_real,photovoltaik_mwh_forec,wind_sum_mwh_forec,netzlast_mwh_forec,oil,kohle,co2,gas_6am
2022-12-04 00:00:00,230.7,4869.75,992.0,0.0,180.0,3586.25,12210.5,12509.0,8707.75,496.25,1030.75,11230.75,46990.0,0.0,13459.0,46891.0,NaN,NaN,NaN,NaN
2022-12-04 01:00:00,219.92,4859.5,978.5,0.0,179.0,3588.5,12157.5,12157.75,8493.0,239.5,1014.25,11151.75,45282.0,0.0,13709.25,45063.25,NaN,NaN,NaN,NaN
2022-12-04 02:00:00,231.19,4851.25,973.25,0.0,179.0,3589.0,12121.0,11752.25,8504.25,209.0,1014.25,11404.5,44747.5,0.0,14100.25,44778.5,NaN,NaN,NaN,NaN
2022-12-04 03:00:00,208.81,4837.25,979.25,0.0,179.75,3589.75,12119.25,11616.25,8677.5,234.0,1018.75,11516.75,44965.25,0.0,14470.25,45187.5,NaN,NaN,NaN,NaN
2022-12-04 04:00:00,208.52,4813.75,986.75,0.0,183.0,3589.25,12002.25,11445.5,9003.75,203.75,1029.5,11579.0,44782.75,0.0,14843.0,45853.75,NaN,NaN,NaN,NaN
2022-12-04 05:00:00,213.08,4793.5,977.0,0.0,189.25,3586.25,11955.0,11467.25,8995.75,159.75,1033.25,11383.5,44638.25,0.0,15013.75,46327.0,NaN,NaN,NaN,NaN
2022-12-04 06:00:00,211.84,4794.5,1018.25,0.0,190.0,3586.5,11981.25,11519.5,9013.75,111.0,1041.0,11250.0,44426.5,0.0,15183.75,45963.0,NaN,NaN,NaN,NaN
2022-12-04 07:00:00,218.86,4801.75,1009.75,2.0,189.0,3584.0,11978.0,11219.25,9313.25,107.25,1068.25,11558.25,45775.0,9.0,15155.75,47048.5,NaN,NaN,NaN,NaN
2022-12-04 08:00:00,255.3,4808.75,1043.5,213.25,189.0,3584.0,11549.75,10974.5,9907.5,85.0,1264.25,12050.75,48401.5,491.25,15320.5,49939.0,NaN,NaN,NaN,NaN
2022-12-04 09:00:00,288.83,4799.0,1008.5,947.0,189.0,3584.5,11796.75,10948.25,10376.0,141.0,1294.0,11939.0,51978.5,1846.0,15150.0,52901.0,NaN,NaN,NaN,NaN
2022-12-04 10:00:00,300.73,4809.5,1039.0,1823.25,189.0,3585.25,12034.75,10848.25,10620.25,970.0,1298.25,11588.0,54838.75,3211.0,14646.75,56091.25,NaN,NaN,NaN,NaN
2022-12-04 11:00:00,306.57,4813.5,1052.0,2426.5,189.0,3584.25,12028.5,10712.0,11217.0,2742.0,1298.0,11227.0,57538.25,3951.5,14031.75,58350.0,NaN,NaN,NaN,NaN
