,price_real,biomasse_mwh,wasserkraft_mwh,photovoltaik_mwh_real,sonstige_ee_mwh,kernenergie_mwh,braunkohle_mwh,steinkohle_mwh,erdgas_mwh,pumpspeicher_mwh,sonstige_konv_mwh,wind_sum_mwh_real,netzlast_mwh_real,photovoltaik_mwh_forec,wind_sum_mwh_forec,netzlast_mwh_forec,oil,kohle,co2,gas_6am
2022-11-19 00:00:00,144.47,4762.0,1288.0,0.0,148.0,3949.0,14359.0,10969.0,4100.0,183.0,966.0,13029.0,50031.0,0.0,15640.0,48589.0,77.26,201.1,72.43,107.37
2022-11-19 01:00:00,146.48,4754.0,1299.0,0.0,148.0,3950.0,14081.0,10988.0,4043.0,274.0,949.0,13083.0,48624.0,0.0,14787.0,46780.0,77.26,201.1,72.43,107.37
2022-11-19 02:00:00,148.4,4764.0,1311.0,0.0,148.0,3949.0,13915.0,10914.0,4025.0,206.0,960.0,12681.0,48027.0,0.0,14269.0,45730.0,77.26,201.1,72.43,107.37
2022-11-19 03:00:00,140.67,4763.0,1314.0,0.0,148.0,3948.0,13926.0,11000.0,4020.0,291.0,949.0,12438.0,47730.0,0.0,13796.0,45603.0,77.26,201.1,72.43,107.37
2022-11-19 04:00:00,143.98,4752.0,1334.0,0.0,148.0,3947.0,14037.0,11181.0,3358.0,273.0,951.0,12587.0,47457.0,0.0,13297.0,45935.0,77.26,201.1,72.43,107.37
2022-11-19 05:00:00,150.0,4732.0,1427.0,0.0,148.0,3949.0,14058.0,11310.0,3228.0,366.0,928.0,12370.0,47882.0,0.0,12565.0,46794.0,77.26,201.1,72.43,107.37
2022-11-19 06:00:00,138.98,4736.0,1354.0,0.0,148.0,3956.0,14040.0,11512.0,3648.0,104.0,920.0,12618.0,48725.0,0.0,11720.0,47744.0,77.26,201.1,72.43,107.37
2022-11-19 07:00:00,159.93,4743.0,1391.0,44.0,150.0,3957.0,14189.0,11566.0,4060.0,149.0,930.0,12026.0,51085.0,85.0,10711.0,49575.0,77.26,201.1,72.43,107.37
2022-11-19 08:00:00,205.7,4743.0,1526.0,1253.0,152.0,3960.0,14410.0,11664.0,4215.0,343.0,933.0,11517.0,55573.0,1642.0,10000.0,52997.0,77.26,201.1,72.43,107.37
2022-11-19 09:00:00,215.07,4723.0,1385.0,3576.0,152.0,3962.0,14448.0,11632.0,4410.0,587.0,979.0,10889.0,58830.0,4626.0,9072.0,55466.0,77.26,201.1,72.43,107.37
2022-11-19 10:00:00,180.78,4718.0,1370.0,6227.0,152.0,3960.0,14440.0,11757.0,4368.0,809.0,990.0,9592.0,60581.0,7403.0,7903.0,57423.0,77.26,201.1,72.43,107.37
2022-11-19 11:00:00,203.91,4728.0,1379.0,7974.0,152.0,3960.0,14432.0,11743.0,4366.0,771.0,997.0,7795.0,61020.0,9083.0,6702.0,58425.0,77.26,201.1,72.43,107.37
2022-11-19 12:00:00,186.74,4747.0,1369.0,8772.0,152.0,3960.0,14397.0,11750.0,4394.0,563.0,995.0,6497.0,60091.0,9175.0,5702.0,58106.0,77.26,201.1,72.43,107.37
2022-11-19 13:00:00,192.02,4766.0,1370.0,7714.0,152.0,3959.0,14363.0,11777.0,4397.0,541.0,986.0,5859.0,59154.0,7870.0,5119.0,56686.0,77.26,201.1,72.43,107.37
2022-11-19 14:00:00,213.34,4780.0,1387.0,4989.0,152.0,3960.0,14138.0,11748.0,4448.0,928.0,990.0,5498.0,58229.0,5310.0,4770.0,55283.0,77.26,201.1,72.43,107.37
2022-11-19 15:00:00,227.11,4803.0,1388.0,1769.0,152.0,3960.0,14136.0,11752.0,4698.0,2119.0,981.0,5409.0,57624.0,2126.0,4798.0,54436.0,77.26,201.1,72.43,107.37
2022-11-19 16:00:00,243.39,4831.0,1427.0,81.0,152.0,3960.0,14626.0,11801.0,4645.0,3881.0,988.0,5942.0,58179.0,215.0,5273.0,55305.0,77.26,201.1,72.43,107.37
2022-11-19 17:00:00,281.98,4843.0,1417.0,0.0,152.0,3960.0,14631.0,11840.0,4638.0,6502.0,986.0,6021.0,60791.0,0.0,5628.0,57845.0,77.26,201.1,72.43,107.37
2022-11-19 18:00:00,287.29,4846.0,1363.0,0.0,152.0,3958.0,14611.0,11830.0,4627.0,7124.0,994.0,5880.0,60382.0,0.0,5653.0,57930.0,77.26,201.1,72.43,107.37
2022-11-19 19:00:00,260.7,4843.0,1338.0,0.0,152.0,3956.0,14620.0,11818.0,4694.0,5788.0,992.0,5525.0,58747.0,0.0,5411.0,56330.0,77.26,201.1,72.43,107.37
2022-11-19 20:00:00,240.0,4839.0,1287.0,0.0,152.0,3956.0,14650.0,11820.0,4618.0,1988.0,988.0,5320.0,55499.0,0.0,5005.0,53347.0,77.26,201.1,72.43,107.37
2022-11-19 21:00:00,232.09,4834.0,1344.0,0.0,152.0,3956.0,14116.0,11810.0,4484.0,1758.0,987.0,4960.0,53359.0,0.0,4701.0,51196.0,77.26,201.1,72.43,107.37
2022-11-19 22:00:00,219.05,4831.0,1313.0,0.0,152.0,3956.0,14025.0,11701.0,4259.0,983.0,990.0,4627.0,51993.0,0.0,4485.0,49781.0,77.26,201.1,72.43,107.37
2022-11-19 23:00:00,204.82,4830.0,1277.0,0.0,152.0,3953.0,14216.0,11477.0,3956.0,666.0,997.0,4437.0,49978.0,0.0,4265.0,47816.0,77.26,201.1,72.43,107.37
2022-11-20 00:00:00,200.74,4817.0,1243.0,0.0,152.0,3953.0,14274.0,10985.0,3603.0,120.0,983.0,4489.0,47860.0,0.0,4142.0,44678.0,77.26,201.1,72.43,107.37
2022-11-20 01:00:00,183.92,4807.0,1204.0,0.0,152.0,3951.0,14217.0,11002.0,3484.0,114.0,974.0,4499.0,46897.0,0.0,4018.0,42818.0,77.26,201.1,72.43,107.37
