,price_real,biomasse_mwh,wasserkraft_mwh,photovoltaik_mwh_real,sonstige_ee_mwh,kernenergie_mwh,braunkohle_mwh,steinkohle_mwh,erdgas_mwh,pumpspeicher_mwh,sonstige_konv_mwh,wind_sum_mwh_real,netzlast_mwh_real,photovoltaik_mwh_forec,wind_sum_mwh_forec,netzlast_mwh_forec,oil,kohle,co2,gas_6am
2022-11-23 00:00:00,152.89,4885.0,1293.0,0.0,156.0,3887.0,13837.0,7704.0,4464.0,365.0,1130.0,21783.0,53235.0,0.0,23425.0,53537.0,76.81,205.72,75.93,117.53
2022-11-23 01:00:00,137.44,4879.0,1294.0,0.0,149.0,3897.0,13424.0,7085.0,4070.0,178.0,1106.0,21400.0,51173.0,0.0,22594.0,51704.0,76.81,205.72,75.93,117.53
2022-11-23 02:00:00,123.98,4882.0,1305.0,0.0,144.0,3882.0,13217.0,6780.0,3582.0,218.0,1090.0,20981.0,50316.0,0.0,21943.0,51441.0,76.81,205.72,75.93,117.53
2022-11-23 03:00:00,119.94,4859.0,1308.0,0.0,144.0,3884.0,13895.0,6289.0,3593.0,167.0,1080.0,20247.0,50689.0,0.0,21326.0,51967.0,76.81,205.72,75.93,117.53
2022-11-23 04:00:00,123.91,4838.0,1323.0,0.0,138.0,3890.0,14119.0,6056.0,3537.0,190.0,1069.0,19513.0,51992.0,0.0,20611.0,53223.0,76.81,205.72,75.93,117.53
2022-11-23 05:00:00,149.78,4818.0,1319.0,0.0,150.0,3900.0,14152.0,8202.0,4492.0,395.0,1090.0,18574.0,55669.0,0.0,19852.0,56704.0,76.81,205.72,75.93,117.53
2022-11-23 06:00:00,209.19,4810.0,1346.0,0.0,157.0,3902.0,14122.0,10265.0,5750.0,1359.0,1067.0,17691.0,62043.0,0.0,19387.0,62801.0,76.81,205.72,75.93,124.05
2022-11-23 07:00:00,258.46,4859.0,1359.0,24.0,156.0,3900.0,14340.0,10733.0,7117.0,5020.0,1131.0,17537.0,67546.0,65.0,18915.0,67606.0,76.81,205.72,75.93,124.05
2022-11-23 08:00:00,268.55,4947.0,1422.0,1416.0,160.0,3900.0,14655.0,10820.0,7066.0,5818.0,1136.0,17513.0,70234.0,1861.0,18973.0,70190.0,76.81,205.72,75.93,124.05
2022-11-23 09:00:00,229.95,4957.0,1403.0,5181.0,163.0,3900.0,14718.0,11231.0,6961.0,3671.0,1313.0,16900.0,70771.0,5796.0,18848.0,70744.0,76.81,205.72,75.93,124.05
2022-11-23 10:00:00,197.41,4968.0,1402.0,9679.0,168.0,3900.0,14889.0,11477.0,6850.0,1121.0,1402.0,15715.0,70735.0,9727.0,18160.0,71484.0,76.81,205.72,75.93,124.05
2022-11-23 11:00:00,172.42,4972.0,1412.0,13101.0,168.0,3898.0,15227.0,11643.0,6923.0,462.0,1224.0,14465.0,71222.0,12311.0,17276.0,72094.0,76.81,205.72,75.93,124.05
2022-11-23 12:00:00,166.64,4995.0,1428.0,14490.0,162.0,3894.0,15097.0,11782.0,6819.0,290.0,1192.0,13706.0,70099.0,12535.0,16765.0,71763.0,76.81,205.72,75.93,124.05
2022-11-23 13:00:00,165.11,4867.0,1379.0,12707.0,160.0,3888.0,15042.0,11890.0,6610.0,95.0,1358.0,14320.0,70162.0,10490.0,17058.0,70673.0,76.81,205.72,75.93,124.05
2022-11-23 14:00:00,180.08,4876.0,1328.0,8318.0,160.0,3890.0,15357.0,11931.0,6827.0,131.0,1538.0,15348.0,68886.0,6769.0,17798.0,69456.0,76.81,205.72,75.93,124.05
2022-11-23 15:00:00,186.68,4892.0,1347.0,2738.0,156.0,3892.0,15613.0,12018.0,7041.0,752.0,1544.0,16566.0,68723.0,2513.0,19631.0,68472.0,76.81,205.72,75.93,124.05
2022-11-23 16:00:00,206.22,4900.0,1390.0,74.0,156.0,3894.0,15681.0,12126.0,7629.0,2687.0,1376.0,18907.0,69221.0,208.0,22358.0,69208.0,76.81,205.72,75.93,124.05
2022-11-23 17:00:00,223.49,4899.0,1390.0,0.0,156.0,3895.0,15595.0,12117.0,7873.0,3647.0,1177.0,22355.0,71580.0,0.0,24745.0,70956.0,76.81,205.72,75.93,124.05
2022-11-23 18:00:00,219.51,4899.0,1404.0,0.0,156.0,3896.0,15233.0,11960.0,7884.0,2819.0,1205.0,24028.0,71594.0,0.0,26595.0,70575.0,76.81,205.72,75.93,124.05
2022-11-23 19:00:00,209.92,4908.0,1342.0,0.0,156.0,3896.0,14329.0,11977.0,7505.0,1982.0,1337.0,24956.0,69372.0,0.0,27738.0,68733.0,76.81,205.72,75.93,124.05
2022-11-23 20:00:00,153.73,4895.0,1318.0,0.0,156.0,3901.0,13824.0,11364.0,6855.0,536.0,1282.0,24872.0,65089.0,0.0,27508.0,65558.0,76.81,205.72,75.93,124.05
2022-11-23 21:00:00,149.77,4913.0,1387.0,0.0,156.0,3904.0,13720.0,10788.0,6170.0,340.0,1284.0,23608.0,61320.0,0.0,27106.0,62644.0,76.81,205.72,75.93,124.05
2022-11-23 22:00:00,142.24,4904.0,1337.0,0.0,156.0,3900.0,13377.0,9731.0,5245.0,81.0,1283.0,22335.0,58434.0,0.0,25998.0,59889.0,76.81,205.72,75.93,124.05
2022-11-23 23:00:00,124.22,4890.0,1302.0,0.0,156.0,3881.0,12767.0,8408.0,3927.0,3.0,1273.0,21779.0,55091.0,0.0,25107.0,56964.0,76.81,205.72,75.93,124.05
2022-11-24 00:00:00,141.63,4865.0,1325.0,0.0,156.0,3877.0,13573.0,7362.0,3407.0,175.0,1109.0,22349.0,52578.0,0.0,22501.0,52554.0,76.81,205.41,78.76,124.05
