,Price elec DE/LU [€/MWh],Biomasse[MWh],Wasserkraft[MWh],Photovoltaik[MWh]_real,Sonstige Erneuerbare[MWh],Kernenergie[MWh],Braunkohle[MWh],Steinkohle[MWh],Erdgas[MWh],Pumpspeicher[MWh],Sonstige Konventionelle[MWh],Wind_Sum[MWh]_real,Gesamt Netzlast[MWh]_real,Photovoltaik[MWh]_forec,Wind_Sum[MWh]_forec,Gesamt Netzlast[MWh]_forec,DA_Oil,DA_Coal,DA_CO2,Gas_6am
2022-11-22 13:00:00,251.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5092.0,17565.0,69791.0,77.26,201.1,72.43,107.37
2022-11-22 14:00:00,258.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3310.0,16923.0,68657.0,77.26,201.1,72.43,107.37
2022-11-22 15:00:00,259.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1301.0,17479.0,67044.0,77.26,201.1,72.43,107.37
2022-11-22 16:00:00,255.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,19149.0,67047.0,77.26,201.1,72.43,107.37
2022-11-22 17:00:00,284.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21077.0,69093.0,77.26,201.1,72.43,107.37
2022-11-22 18:00:00,294.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22424.0,68774.0,77.26,201.1,72.43,107.37
2022-11-22 19:00:00,272.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23272.0,67155.0,77.26,201.1,72.43,107.37
2022-11-22 20:00:00,248.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23222.0,63661.0,77.26,201.1,72.43,107.37
2022-11-22 21:00:00,199.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22824.0,60606.0,77.26,201.1,72.43,107.37
2022-11-22 22:00:00,199.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21974.0,57803.0,77.26,201.1,72.43,107.37
2022-11-22 23:00:00,167.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21481.0,54805.0,77.26,201.1,72.43,107.37
2022-11-23 00:00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77.26,201.1,72.43,107.37
