,price_real,biomasse_mwh,wasserkraft_mwh,photovoltaik_mwh_real,sonstige_ee_mwh,kernenergie_mwh,braunkohle_mwh,steinkohle_mwh,erdgas_mwh,pumpspeicher_mwh,sonstige_konv_mwh,wind_sum_mwh_real,netzlast_mwh_real,photovoltaik_mwh_forec,wind_sum_mwh_forec,netzlast_mwh_forec,oil,kohle,co2,gas_6am
2022-12-14 00:00:00,274.82,4943.5,1200.5,0.0,186.5,3725.5,14963.25,13553.5,9927.75,331.5,1133.0,16828.0,56314.75,0.0,14351.5,53305.0,NaN,NaN,NaN,NaN
2022-12-14 01:00:00,270.47,4853.0,1159.75,0.0,187.0,3726.25,14851.25,13444.5,9363.25,166.0,1132.0,16311.5,54756.25,0.0,13798.5,51296.25,NaN,NaN,NaN,NaN
2022-12-14 02:00:00,268.69,4794.5,1179.0,0.0,187.0,3725.5,14851.5,13279.5,9254.0,163.5,1132.25,15643.75,53089.25,0.0,13299.75,51080.25,NaN,NaN,NaN,NaN
2022-12-14 03:00:00,278.2,4751.5,1224.25,0.0,183.75,3725.5,14919.0,13109.75,8554.75,164.5,1118.5,15475.25,53612.25,0.0,12710.5,51571.75,NaN,NaN,NaN,NaN
2022-12-14 04:00:00,280.21,4734.5,1189.25,0.0,187.0,3718.25,14811.75,13171.25,8571.5,172.25,1116.0,14543.75,53975.5,0.0,12085.5,52989.5,NaN,NaN,NaN,NaN
2022-12-14 05:00:00,311.11,4708.25,1171.0,0.0,187.0,3717.0,15001.0,13747.25,10114.25,328.25,1101.75,13515.5,56420.25,0.0,11434.0,56097.25,NaN,NaN,NaN,NaN
2022-12-14 06:00:00,368.82,4704.5,1181.75,0.0,187.0,3716.0,15225.25,14075.75,15162.0,566.75,1108.5,12283.25,62150.75,0.0,10861.5,61659.0,NaN,NaN,NaN,NaN
2022-12-14 07:00:00,494.97,4717.25,1181.0,0.0,187.0,3715.5,16085.0,14354.25,17273.0,1446.0,1244.75,11727.0,67139.5,6.0,10036.25,65889.0,NaN,NaN,NaN,NaN
2022-12-14 08:00:00,539.99,4745.0,1217.75,148.5,187.0,3724.0,16162.75,14387.5,17603.25,3314.25,1492.25,11176.75,70391.0,365.0,9228.5,68770.0,NaN,NaN,NaN,NaN
2022-12-14 09:00:00,569.72,4790.5,1383.75,947.25,187.0,3723.25,15745.75,14259.0,17596.25,5483.25,1667.25,10094.5,71606.0,1771.25,8488.25,69322.5,NaN,NaN,NaN,NaN
2022-12-14 10:00:00,565.18,4880.75,1309.5,2160.0,186.25,3720.25,15726.5,14191.5,17887.5,5009.0,1722.25,8490.0,72496.25,3451.5,7438.0,70551.75,NaN,NaN,NaN,NaN
