,price_real,biomasse_mwh,wasserkraft_mwh,photovoltaik_mwh_real,sonstige_ee_mwh,kernenergie_mwh,braunkohle_mwh,steinkohle_mwh,erdgas_mwh,pumpspeicher_mwh,sonstige_konv_mwh,wind_sum_mwh_real,netzlast_mwh_real,photovoltaik_mwh_forec,wind_sum_mwh_forec,netzlast_mwh_forec,oil,kohle,co2,gas_6am
2022-11-27 00:00:00,144.88,4857.75,1177.25,0.0,133.0,3864.0,11989.25,10120.25,3517.25,69.0,1068.5,12228.0,43044.25,0.0,12731.75,46814.25,NaN,NaN,NaN,NaN
2022-11-27 01:00:00,135.0,4841.0,1228.75,0.0,132.75,3866.0,11593.75,8522.75,3223.75,164.25,1061.0,13105.0,41296.0,0.0,13483.75,44647.25,NaN,NaN,NaN,NaN
2022-11-27 02:00:00,122.01,4846.5,1151.5,0.0,133.0,3872.5,11651.5,6794.0,3273.75,303.75,1054.5,13809.0,40466.5,0.0,14242.0,44122.5,NaN,NaN,NaN,NaN
2022-11-27 03:00:00,99.4,4840.75,1112.5,0.0,133.0,3873.25,11724.75,5934.5,3204.25,207.0,1051.5,14615.0,40480.25,0.0,14952.75,44269.5,NaN,NaN,NaN,NaN
2022-11-27 04:00:00,99.4,4836.5,1113.5,0.0,132.75,3876.25,11567.5,6120.5,3344.5,159.75,1044.5,15479.0,40007.75,0.0,15576.0,44937.5,NaN,NaN,NaN,NaN
2022-11-27 05:00:00,105.64,4822.0,1139.5,0.0,132.75,3875.25,11553.75,6099.5,3955.0,174.25,1038.0,16326.5,40264.25,0.0,16264.75,45890.75,NaN,NaN,NaN,NaN
2022-11-27 06:00:00,129.0,4809.25,1176.75,0.0,132.5,3876.0,11730.5,6918.25,4967.5,203.0,1024.75,16991.25,40751.25,0.0,17148.5,45715.25,NaN,NaN,NaN,NaN
2022-11-27 07:00:00,136.76,4822.25,1207.5,11.25,132.5,3873.25,11948.75,7526.25,5181.75,161.0,1008.5,17715.5,42944.0,26.0,17851.75,46598.75,NaN,NaN,NaN,NaN
2022-11-27 08:00:00,141.34,4831.25,1228.75,1380.25,131.25,3875.25,12214.0,7941.5,5204.25,77.75,1013.0,18197.25,46532.25,1533.75,18550.75,49679.25,NaN,NaN,NaN,NaN
2022-11-27 09:00:00,151.77,4823.5,1223.25,4991.75,131.0,3868.25,12545.25,8263.5,5190.0,163.0,1016.0,17238.0,49841.5,5090.75,18670.25,53091.0,NaN,NaN,NaN,NaN
