,price_real,biomasse_mwh,wasserkraft_mwh,photovoltaik_mwh_real,sonstige_ee_mwh,kernenergie_mwh,braunkohle_mwh,steinkohle_mwh,erdgas_mwh,pumpspeicher_mwh,sonstige_konv_mwh,wind_sum_mwh_real,netzlast_mwh_real,photovoltaik_mwh_forec,wind_sum_mwh_forec,netzlast_mwh_forec,oil,kohle,co2,gas_6am
2022-12-12 00:00:00,280.18,4969.5,962.0,0.0,186.75,3744.0,13881.75,13025.5,10002.75,75.5,1172.5,4329.25,50356.0,0.0,3474.25,49122.5,NaN,NaN,NaN,NaN
2022-12-12 01:00:00,277.68,4889.0,999.5,0.0,187.0,3743.75,13741.75,12535.0,9711.0,158.75,1171.75,4302.0,49068.5,0.0,3599.75,47468.0,NaN,NaN,NaN,NaN
2022-12-12 02:00:00,274.31,4840.25,977.25,0.0,186.75,3743.75,13783.0,12376.75,9591.0,190.75,1157.25,4352.5,48567.0,0.0,3787.5,47134.25,NaN,NaN,NaN,NaN
2022-12-12 03:00:00,269.79,4804.5,1040.5,0.0,186.0,3740.5,13841.5,12706.75,9663.0,195.75,1165.0,4369.75,48715.5,0.0,4108.75,47922.0,NaN,NaN,NaN,NaN
2022-12-12 04:00:00,267.92,4764.0,1141.0,0.0,184.25,3741.5,14221.0,13530.75,9685.75,107.75,1152.75,4650.0,50180.75,0.0,4479.5,49938.0,NaN,NaN,NaN,NaN
2022-12-12 05:00:00,283.71,4739.25,1115.75,0.0,186.0,3741.75,14656.0,14145.5,11415.0,34.0,1148.25,5080.0,53253.0,0.0,4793.0,52997.25,NaN,NaN,NaN,NaN
2022-12-12 06:00:00,392.24,4726.5,1139.75,0.0,186.0,3738.5,15478.5,14780.75,13497.0,412.75,1152.75,5396.0,60908.0,0.0,5038.75,59284.75,NaN,NaN,NaN,NaN
2022-12-12 07:00:00,505.0,4743.0,1203.75,0.75,185.25,3737.5,15922.25,14905.0,15309.25,1829.25,1234.75,5278.75,65811.75,7.5,5153.25,64498.75,NaN,NaN,NaN,NaN
2022-12-12 08:00:00,545.22,4772.5,1284.25,155.75,184.5,3737.0,15921.25,14885.0,15824.0,4314.25,1333.5,5191.0,68672.5,575.75,5233.75,67742.0,NaN,NaN,NaN,NaN
2022-12-12 09:00:00,513.99,4787.25,1129.5,1243.5,184.75,3737.5,16007.75,14980.75,15887.5,3096.0,1381.25,5054.5,69970.5,2708.25,5154.25,68528.0,NaN,NaN,NaN,NaN
2022-12-12 10:00:00,505.47,4830.75,1218.25,3041.0,184.5,3736.0,16038.5,14946.5,16346.75,3942.5,1372.5,4853.75,70188.5,5275.75,4751.5,70215.5,NaN,NaN,NaN,NaN
2022-12-12 11:00:00,497.62,4885.25,1128.5,4915.0,184.25,3738.0,16011.5,14841.75,15949.25,2883.25,1429.75,4441.5,70497.25,7142.75,4269.25,71626.0,NaN,NaN,NaN,NaN
2022-12-12 12:00:00,489.95,4926.25,1093.0,5994.5,184.0,3741.5,15931.75,15052.0,15902.0,812.0,1450.25,4228.5,69378.75,7663.25,4009.25,71674.75,NaN,NaN,NaN,NaN
2022-12-12 13:00:00,482.8,4956.75,1125.25,5416.5,184.0,3741.75,16004.0,15168.25,15772.75,525.75,1396.0,4012.5,68732.25,6636.5,3937.0,70543.5,NaN,NaN,NaN,NaN
2022-12-12 14:00:00,506.04,4966.75,1254.5,3388.0,184.75,3740.0,15963.0,15150.5,16154.0,1302.25,1418.0,4139.5,68608.25,4401.25,3940.0,69657.5,NaN,NaN,NaN,NaN
2022-12-12 15:00:00,535.73,4945.25,1276.0,1085.75,187.75,3738.75,16056.25,15148.25,15795.5,2969.5,1416.5,4141.25,68552.5,1670.25,4139.75,69125.5,NaN,NaN,NaN,NaN
2022-12-12 16:00:00,558.54,4929.5,1381.0,41.5,188.0,3739.5,15990.75,15227.25,16260.75,5622.75,1565.0,4146.75,69418.0,119.0,4558.0,68890.25,NaN,NaN,NaN,NaN
2022-12-12 17:00:00,588.09,4901.75,1444.5,0.0,188.0,3739.75,15918.25,15223.0,16352.5,7275.5,1612.5,3980.0,71217.0,0.0,5040.5,70216.75,NaN,NaN,NaN,NaN
2022-12-12 18:00:00,558.66,4895.5,1251.5,0.0,188.0,3740.75,15943.75,15224.75,16362.25,6088.0,1590.0,4310.75,69803.25,0.0,5428.5,69774.25,NaN,NaN,NaN,NaN
2022-12-12 19:00:00,508.04,4956.25,1137.25,0.0,188.0,3741.0,15903.0,15194.75,16116.0,3313.25,1402.75,4949.5,68791.0,0.0,5670.0,67481.5,NaN,NaN,NaN,NaN
2022-12-12 20:00:00,490.0,5018.25,1069.75,0.0,188.0,3740.5,15830.25,14847.0,15588.5,1812.5,1359.5,5271.0,65605.25,0.0,5795.0,63839.0,NaN,NaN,NaN,NaN
2022-12-12 21:00:00,408.9,5040.0,1095.0,0.0,187.0,3740.75,15093.0,14402.75,14390.75,888.75,1346.5,5605.25,63079.25,0.0,5949.5,61160.0,NaN,NaN,NaN,NaN
2022-12-12 22:00:00,361.32,5052.5,1084.0,0.0,187.0,3740.5,15014.25,14335.0,13224.75,703.0,1193.0,5868.25,61187.25,0.0,6082.25,58701.0,NaN,NaN,NaN,NaN
2022-12-12 23:00:00,313.2,5020.5,1093.25,0.0,187.0,3739.75,14678.25,14413.5,12116.75,321.5,1182.75,5938.25,58779.75,0.0,6287.25,55918.75,NaN,NaN,NaN,NaN
2022-12-13 00:00:00,306.14,4947.5,1080.25,0.0,180.25,3738.5,14066.0,14136.0,12618.25,120.25,1160.75,5944.0,55772.25,0.0,5955.5,51929.75,NaN,NaN,NaN,NaN
